"","x"
"D11_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6~MTG_L1_pos","4"
"D11_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH7~MTG_L1_pos","4"
"D11_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos","5"
"D11_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8~MTG_L1_pos","4"
"D11_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos","3"
"D12_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6~MTG_L1_pos","3"
"D12_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH7~MTG_L1_pos","5"
"D12_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos","2"
"D12_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8~MTG_L1_pos","5"
"D12_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos","3"
"E01_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos","3"
"E01_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos","5"
"E01_BCH3_1NeuNP_H200.1030_MTG_Layer_1~MTG_L1_pos","2"
"E02_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos","4"
"E02_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos","7"
"E03_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos","5"
"E03_BCH3_1NeuNP_H200.1030_MTG_Layer_1~MTG_L1_pos","3"
"E04_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos","4"
"E04_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos","2"
"E04_BCH3_1NeuNP_H200.1030_MTG_Layer_1~MTG_L1_pos","4"
"E05_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos","5"
"E05_BCH3_1NeuNP_H200.1030_MTG_Layer_1~MTG_L1_pos","4"
"E06_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos","2"
"E06_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos","2"
"E07_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos","4"
"E07_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos","4"
"E07_BCH3_1NeuNP_H200.1030_MTG_Layer_1~MTG_L1_pos","5"
"E08_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos","2"
"E09_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos","4"
"E11_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos","2"
"E12_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos","4"
"E13_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5~MTG_L1_pos","3"
"E13_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6~MTG_L1_pos","3"
"E13_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7~MTG_L1_pos","2"
"E13_BCH1_1NeuNP_H200.1030_MTG_layer_1~MTG_L1_pos","4"
"E13_BCH3_1NeuNP_H200.1025_MTG_Layer_1~MTG_L1_pos","4"
"E14_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5~MTG_L1_pos","4"
"E14_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6~MTG_L1_pos","4"
"E14_BCH1_1NeuNP_H200.1030_MTG_layer_1~MTG_L1_pos","2"
"E14_BCH3_1NeuNP_H200.1025_MTG_Layer_1~MTG_L1_pos","5"
"E15_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5~MTG_L1_pos","2"
"E15_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6~MTG_L1_pos","5"
"E15_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7~MTG_L1_pos","5"
"E15_BCH1_1NeuNP_H200.1030_MTG_layer_1~MTG_L1_pos","4"
"E16_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5~MTG_L1_pos","3"
