"","PC1_rot","PC2_rot","PC3_rot","PC4_rot","PC5_rot"
"A09_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",-0.0286229251445557,0.00509206591786545,-0.0115953992433143,0.0354375835934876,0.0183178545654738
"A10_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",0.0217959604945148,-0.0258649693483496,-0.00907064274966924,0.0068472851710699,-0.004434613904449
"A11_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",-0.0268767161147266,0.0146756213858615,-0.00517190410239429,0.027209104686057,0.0307032557403467
"A12_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",-0.0175000230980881,-0.0012609431036035,6.19647862060103e-05,-0.0106515687141121,-0.0977976051247043
"A13_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5~MTG_L1_pos",-0.0467576993476029,0.0119508652739632,-0.0132954420435854,-0.0411834127010663,0.0381506965204514
"A13_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6~MTG_L1_pos",0.0282979557987315,-0.031367677801802,-0.0012979961135792,-0.00870565739356248,0.0109159407797021
"A13_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7~MTG_L1_pos",-0.0373691834973633,0.00253649385245736,-0.0114308624368217,0.044106366987741,0.0407014918924038
"A13_BCH1_1NeuNP_H200.1030_MTG_layer_1~MTG_L1_pos",0.0312651845041256,-0.02787602757233,-0.00356822905643777,-0.00423369142550593,0.010880481714268
"A14_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5~MTG_L1_pos",-0.0235130151329999,0.00428163192810492,-0.0123645603055512,0.0336761432509978,0.0423181773970134
"A14_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7~MTG_L1_pos",-0.0479396828385527,0.0117349628176294,-0.00828729215305629,-0.0473970487914623,0.0182762824798693
"A14_BCH1_1NeuNP_H200.1030_MTG_layer_1~MTG_L1_pos",0.0204958201925946,-0.0263178695836132,-0.0098256128712585,0.00239850248323706,0.00878440398505939
"A14_BCH3_1NeuNP_H200.1025_MTG_Layer_1~MTG_L1_pos",-0.0147434978515295,0.00835458418151621,-0.00247417154380669,0.0531558927719797,-0.029022341020306
"A15_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5~MTG_L1_pos",-0.0330395402683962,0.0088390762341244,-0.0109941860435224,0.0649135370576869,0.00988964643614836
"A15_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6~MTG_L1_pos",0.0328652345840951,-0.0352930501366414,-0.00813560194101238,0.0122649693869828,0.00258253084762194
"A15_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7~MTG_L1_pos",-0.0493811925738394,0.00909130748373187,-0.011354023171423,-0.0332846301030413,0.0301341936018643
"A15_BCH1_1NeuNP_H200.1030_MTG_layer_1~MTG_L1_pos",-0.0212633238335421,-0.00500764682721132,-0.00747890795154651,0.037656408813538,-0.00860361310654852
"A16_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5~MTG_L1_pos",0.0311475385758456,-0.036230031205956,-0.00613184959330257,0.00677387406199334,0.0116141666303014
"A16_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7~MTG_L1_pos",0.0224594799869322,-0.0359191828531474,-0.00650398583028936,0.00242640861658159,0.0100997519892687
"A16_BCH1_1NeuNP_H200.1030_MTG_layer_1~MTG_L1_pos",0.0283414723681378,-0.0334270448977219,-0.0110354931253701,0.00048759385138529,0.008629018409213
"A17_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5~MTG_L1_pos",-0.0289537926292845,0.00645651267441995,-0.0103770040093784,0.0468920050508323,0.0460857019483255
"A17_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6~MTG_L1_pos",-0.0469471781459854,0.00771293104445274,-0.00364718049609921,-0.0541457984390928,-0.00443482989358568
"A17_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7~MTG_L1_pos",-0.0389486078811596,0.00701539429089344,-0.00315180257071634,0.00184194590268868,-0.00489818667587964
"A17_BCH1_1NeuNP_H200.1030_MTG_layer_1~MTG_L1_pos",-0.0228176220226065,0.00316179134261951,-5.7128412974945e-05,0.0682693570131142,-0.0391106158948017
"A17_BCH3_1NeuNP_H200.1025_MTG_Layer_1~MTG_L1_pos",0.0951069418233952,0.134983181213782,-0.137136808570888,-0.00926089712858028,-0.0157858547740771
"A18_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5~MTG_L1_pos",0.0226596488849401,-0.0290963280079161,-0.0140580608043373,-0.00258149088078983,0.0116532749295567
"A18_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6~MTG_L1_pos",-0.0161074836228763,0.0031443416018657,-0.00342592139363604,0.0279790491832795,0.0281568042058215
"A18_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7~MTG_L1_pos",0.0151413736572606,-0.0326683697112517,-0.00927373138488152,-0.00715423021365313,0.00385511507042862
"A18_BCH1_1NeuNP_H200.1030_MTG_layer_1~MTG_L1_pos",0.0312174833523596,-0.0368244352962906,-0.00710759854448215,-0.00350800542797985,0.00940330538506741
"A18_BCH3_1NeuNP_H200.1025_MTG_Layer_1~MTG_L1_pos",-0.0394525726920956,0.0212350716283672,-0.0134690171085376,-0.0653568067149953,-0.00601104119089398
"A19_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5~MTG_L1_pos",-0.0317375941087137,0.00141612770838957,-0.00744991185797833,0.0205550280611788,0.0410109925093313
"A19_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6~MTG_L1_pos",0.0263012654912988,-0.0322897203092737,-0.00493234398435168,-0.00188811324211206,0.00586680033600989
"A19_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7~MTG_L1_pos",-0.0340607367353235,0.0133133869750514,0.00212154354292986,-0.0711315171960042,-0.00289642831792978
"A19_BCH1_1NeuNP_H200.1030_MTG_layer_1~MTG_L1_pos",-0.0362253162156837,0.000758629815465223,-0.013866671206653,0.0479676107791703,0.0515838317049666
"A19_BCH3_1NeuNP_H200.1025_MTG_Layer_1~MTG_L1_pos",0.0341482955915668,-0.0241618303971693,-0.0136751081375403,-0.012516673193529,0.00196210041096736
"A20_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5~MTG_L1_pos",0.0310352221190904,-0.0258032002261274,0.000660953340369637,-0.0136732446603604,-0.00150918002903712
"A20_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6~MTG_L1_pos",0.0265398331119207,-0.0230236439186283,-0.0128552950551059,-0.0101206567189959,0.0080175915041186
"A20_BCH1_1NeuNP_H200.1030_MTG_layer_1~MTG_L1_pos",0.027420937572269,-0.0276301113368812,-0.00394757923158756,-0.00710248205199329,0.010528654994024
"A20_BCH3_1NeuNP_H200.1025_MTG_Layer_1~MTG_L1_pos",0.0264306293947758,-0.0348696142650314,-0.00263475250523515,0.00073873879789902,0.0106206042687131
"A21_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5~MTG_L1_pos",0.027002326995291,-0.0394786691142013,-0.00595173217704567,-0.00240837858135207,0.0113792215711689
"A21_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6~MTG_L1_pos",0.0638228279429647,0.0268128279023522,-0.0539971278416697,-0.00614585770937012,0.0033276999853628
"A21_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7~MTG_L1_pos",-0.0497449052824243,0.0137464519916296,-0.00632380213043464,-0.0543042277259615,0.0351134796843099
"A21_BCH1_1NeuNP_H200.1030_MTG_layer_1~MTG_L1_pos",0.0282774865677082,-0.0384973391532747,-0.0115507230803185,0.00325826986303956,0.0134136811649051
"A21_BCH3_1NeuNP_H200.1025_MTG_Layer_1~MTG_L1_pos",0.0311564739672082,-0.0263071016758284,-0.000503424362178254,-0.0157682512117858,0.0073997049346957
"A22_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5~MTG_L1_pos",0.025022799546797,-0.031556673272691,-0.00408221441151228,0.00661610591459777,0.0130360315906222
"A22_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6~MTG_L1_pos",-0.0101794964437603,-0.000913957679823361,-0.00182208030855798,0.0480334300723438,-0.0348862535810094
"A22_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7~MTG_L1_pos",0.02141686666076,-0.0276347508710766,-0.00859537822689635,-0.0077717663200929,0.00628226260212582
"A22_BCH3_1NeuNP_H200.1025_MTG_Layer_1~MTG_L1_pos",-0.0205515306714891,0.00178402851224503,-0.00685764588639807,0.059208545010103,-0.0309808998019967
"A23_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5~MTG_L1_pos",-0.0411857304128444,0.0105183888031952,-0.004932895550196,0.0103096315083828,0.00384492757033585
"A23_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6~MTG_L1_pos",0.0312596172904052,-0.0335702464678715,-0.000751121513004866,-0.0141979686953052,-0.00204528198652393
"A23_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7~MTG_L1_pos",0.0271285870885179,-0.037624119116393,-0.00408975928819197,-0.00349863391607918,0.0118256070735545
"A23_BCH1_1NeuNP_H200.1030_MTG_layer_1~MTG_L1_pos",-0.0306168554572429,-0.00306944482550639,-0.0150790513620248,0.0368688340779926,0.0198868963811243
"A24_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5~MTG_L1_pos",-0.0510098552653742,0.0146535969275886,-0.00996584234819928,-0.0427853047153935,0.0320815757526838
"A24_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6~MTG_L1_pos",-0.0172416122904566,-0.00261141096938755,-0.00333360787009996,0.0302091163641829,-0.0190820095381269
"A24_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7~MTG_L1_pos",-0.0425470505188162,0.020711531867938,-0.0136979016394475,-0.0535956348215456,0.0352849731920356
"A24_BCH1_1NeuNP_H200.1030_MTG_layer_1~MTG_L1_pos",-0.0177700800178345,-0.0118111711463122,-0.0107535998419832,0.00580217914197064,0.0294919859658761
"A24_BCH3_1NeuNP_H200.1025_MTG_Layer_1~MTG_L1_pos",-0.012415463540142,-0.0036201728783979,-0.00154241849638154,0.0493796748457213,-0.0438843496988406
"B01_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6~MTG_L1_pos",0.00634863872589749,-0.0260408901208122,-0.00714208258162192,0.00459378545630531,-0.0106625091860499
"B01_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH7~MTG_L1_pos",0.0247989365332496,-0.0247887944825756,-0.000225269602629763,-0.016322676736219,-0.00750956785603973
"B01_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",-0.0133250313253722,0.00647515734557655,0.000788338093032304,0.043723358813875,-0.0330024315988171
"B02_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6~MTG_L1_pos",0.0134608843558273,-0.0221031299253217,0.00530017765325531,0.00183650010863945,-0.0121075076674076
"B02_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH7~MTG_L1_pos",-0.0507706678094378,0.0057469508235462,-0.0106986522342285,-0.0438994778520222,0.027216843829756
"B02_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",0.0275159707470682,-0.02867735745892,-0.00899108299873069,-0.0107554506122464,0.0081866337731127
"B02_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8~MTG_L1_pos",-0.0302768482925673,0.00534408746279185,-0.0141824246370546,0.0443108609225305,0.0199650487541744
"B02_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos",0.0339040078462914,-0.0367292101518601,-0.00320925660483606,-0.00125248007393181,0.00635015373297061
"B03_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6~MTG_L1_pos",-0.0335967791690164,0.010214937372103,-0.00397990923094372,-0.0256481941574005,0.0131553317592544
"B03_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",0.0313546865178712,-0.0212079683759555,-0.00471147709821772,-0.0226103026646785,0.00155937842801903
"B03_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8~MTG_L1_pos",-0.0296830718568077,0.00762271872106652,-0.00615807157064454,0.0550686498412144,0.0515091156911473
"B03_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos",0.0330045160925392,-0.0381787457915798,0.000768529943144904,0.00916306064305022,0.00699268562200679
"B04_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6~MTG_L1_pos",-0.0150186315115776,0.00167824660727672,0.00565710143081633,-0.0126814787616947,-0.0605070710913721
"B04_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH7~MTG_L1_pos",0.0306149601781542,-0.0331374564186466,-0.00128969193299656,-0.0169889184929658,0.00871408922547632
"B04_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",-0.0159598866166513,-0.00184897365836332,0.000366846355649576,0.00130414034947353,-0.101845385387683
"B04_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8~MTG_L1_pos",-0.0461543984491362,0.00678283876904078,-0.0165143404633061,-0.0105199195472715,0.0504471896451844
"B04_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos",-0.0141059336923202,-0.00315558377416695,-0.00353040486821576,0.0444078400211925,-0.0196391137632265
"B05_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6~MTG_L1_pos",-0.00639323764345333,0.00271181185256573,0.00616964723442179,-0.026936145763514,-0.070713141690081
"B05_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",-0.0269584284364097,0.00173979457534428,-0.00370722093352589,0.0452999732424045,-0.028337515370217
"B05_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8~MTG_L1_pos",0.0242632642968783,-0.0361678333236842,-0.00887053112896778,-0.00426199226141118,0.00218973351020427
"B05_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos",0.0279910740415221,-0.0226340782452001,-0.00410123723656083,-0.00691971554475255,-0.00543664231691336
"B06_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6~MTG_L1_pos",-0.0203616835055322,-8.5092940333768e-05,0.00162446921990869,-0.0042945042382445,-0.0819149535110098
"B06_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH7~MTG_L1_pos",-0.0214766174051984,-0.0040956124300462,-0.0045359657765471,-0.013923232470467,-0.0845077769546143
"B06_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",-0.0218785177910356,-0.00467625525974032,-0.00547245754202454,0.0589266069409902,-0.0317192531858383
"B06_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8~MTG_L1_pos",0.0301795074596171,-0.0383078914779181,-0.0042739806961461,-0.0133157984744842,0.0162720251820873
"B06_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos",-0.0208832564654931,0.00358020003544211,-0.0047254466860354,0.047268683969658,-0.0370441331197871
"B07_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH7~MTG_L1_pos",0.0308801017441216,-0.0275564260628026,0.00037070627252949,-0.0136817595439108,0.00128583704904127
"B07_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8~MTG_L1_pos",0.0269254074419659,-0.034477826203089,-0.00724011989148336,0.00113151466957804,0.0176450795068325
"B07_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos",-0.0152762740453353,-0.00390013863221852,-0.00373384044188663,0.0109003924017513,-0.0718841720662735
"B08_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6~MTG_L1_pos",-0.0228171867352843,-0.00561176075884742,-0.00112981695325246,0.0676793955212296,-0.0348433715260696
"B08_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH7~MTG_L1_pos",-0.032737350978775,0.00706441011730092,-0.00804298852268588,0.0510979008780085,0.0378230963885005
"B08_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",-0.0235668956871896,0.00715916478910855,-0.00644218757674218,0.0561286197553817,-0.0197992591416891
"B08_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos",0.0273551843511962,-0.0381459744484083,-0.00234384412277654,0.0045067363600847,0.00809550707190032
"B09_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6~MTG_L1_pos",-0.0308641435201051,0.00134740627478771,-0.00764088685724218,-0.0168552997595506,-0.0251129655940331
"B09_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH7~MTG_L1_pos",-0.0169891146117794,0.00482886960331099,-0.00553621326915988,0.0218556196952397,0.0111648496523193
"B09_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8~MTG_L1_pos",0.0317917445070072,-0.0393739306862891,-0.00746369033394294,0.00486583978316093,0.013145127605325
"B09_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos",0.0245785677847561,-0.0351140478428964,-0.00536693205799933,-0.00129394899510228,0.00763698212102063
"B10_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6~MTG_L1_pos",-0.0222413972772678,0.00437870874836418,0.00376235450414434,0.026145752154737,-0.00362718122572922
"B10_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH7~MTG_L1_pos",-0.048565580883501,0.0136291947910928,-0.00325312642838556,-0.0695301094924341,-0.00604877893361072
"B10_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8~MTG_L1_pos",-0.0325597613601241,0.0065844928906211,-0.00468017343144049,0.0132843804573208,0.0263174897625766
"B10_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos",-0.0479524587090516,0.0138312795709684,-0.00919562661165239,-0.0656250824624976,0.0215605312279138
"B11_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6~MTG_L1_pos",-0.00995143879163519,0.00106223525455594,0.0045606796510773,-0.00278451929717212,-0.078142504105017
"B11_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH7~MTG_L1_pos",-0.0229634267051176,0.00254150880989559,7.92937252666303e-05,0.0472469470193876,-0.0258234386075935
"B11_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",0.034638214760402,-0.0391106933562244,-0.00463148925495204,0.00533066786871424,-0.00432862041979499
"B11_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8~MTG_L1_pos",-0.0187903231558961,-5.72430651792304e-05,0.00481352794810825,-0.00213346014056424,-0.118957310299772
"B11_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos",-0.024203639708546,0.00138928562443782,-0.00129357863622396,0.0387106285821012,-0.0140280596548446
"B12_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6~MTG_L1_pos",-0.0301302364303363,0.00109224922398711,-0.00735707049838617,0.0610927599788211,0.00938869007891594
"B12_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH7~MTG_L1_pos",-0.0109907293409725,0.0107330143458647,0.00365586926654384,0.0252630137663495,-0.0264740630026814
"B12_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",0.0305174871883685,-0.00913646093292859,-0.00684843393963128,-0.0184379395374139,0.00611673695514566
"B12_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos",-0.0275824338700349,-0.00227202884556205,0.000269699336001535,0.0364199658408578,-0.0181148353039143
"C01_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",-0.0288549584049089,0.0043595856569456,-0.00120939646999438,0.0497170007145573,-0.00135155793976537
"C01_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos",-0.0201103758745915,0.00211501154509379,-0.000787112440803106,-0.00795680959492989,-0.0752396275416913
"C01_BCH3_1NeuNP_H200.1030_MTG_Layer_1~MTG_L1_pos",-0.0194236562842332,0.00273092832994361,-0.00300474427583215,0.060061902852955,-0.0330468588083002
"C02_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",-0.014579740473391,0.00330999461450474,-0.00065031667762806,0.0471293596179494,-0.0317706478545195
"C02_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos",-0.0223016278446256,0.0030644157724877,-0.00891103499168929,0.0294614647081037,-0.0231183119124543
"C02_BCH3_1NeuNP_H200.1030_MTG_Layer_1~MTG_L1_pos",-0.0185074018259065,0.0062838060601684,0.00134964348114149,-0.0145692396749028,-0.0875836665182827
"C03_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",0.0170677475260099,0.0698021677642476,-0.0368168686989582,-0.0282957517349747,0.00253944199599589
"C03_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos",-0.0259712185762966,0.00042313462639727,-0.0130576603920994,0.06146457636406,-0.0195827959416078
"C03_BCH3_1NeuNP_H200.1030_MTG_Layer_1~MTG_L1_pos",-0.0307051758704098,0.00562004294848644,-0.0118655310115388,0.027677882026621,0.00317371087194438
"C04_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",0.0269807523725106,-0.0162894408036341,-0.00141449990649461,-0.0267565109440104,-0.0011646058079337
"C04_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos",-0.0146101133245246,0.00175536262903467,0.00274987434639493,0.0501656963667372,-0.0415875608417552
"C04_BCH3_1NeuNP_H200.1030_MTG_Layer_1~MTG_L1_pos",-0.0157651115119506,0.00709091511033363,-0.000642704358035807,0.021084883144469,-0.0244136033843863
"C05_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",0.0239784253780529,-0.0347112838496246,-0.010507923653697,-0.00663868355788745,0.00258148345610936
"C05_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos",-0.0361209329347997,0.00731328413975923,-0.00571259817631784,0.0147005503159215,0.00294273856865484
"C05_BCH3_1NeuNP_H200.1030_MTG_Layer_1~MTG_L1_pos",-0.0177363345175464,0.00364736229014497,0.00129009889402219,0.0556909486948274,-0.036179122526791
"C06_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",0.0282527376769905,-0.0310183832275031,-0.0057234862021848,-0.00729410611648045,-0.00155397061634782
"C06_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos",-0.0108148632728644,0.00866652173607498,0.00738859592783299,-0.0143195415018477,-0.0859047048955384
"C06_BCH3_1NeuNP_H200.1030_MTG_Layer_1~MTG_L1_pos",-0.0324444216293669,0.0139963649829088,-0.00595533389293413,0.00385313089643681,-0.0135373655788475
"C07_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos",-0.00775995657142622,0.0125276100814901,0.0111225183201062,-0.0158845165176525,-0.0345268616413244
"C07_BCH3_1NeuNP_H200.1030_MTG_Layer_1~MTG_L1_pos",-0.008895448432192,0.00959560973815032,0.0136653441908288,-0.0171747643482907,-0.0748715517293551
"C08_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",-0.0434534327132722,0.0150671883727963,-0.00530230622981963,-0.07642697087225,-0.00446306009042181
"C08_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos",-0.0181860179469471,-0.001707628988406,-0.00205702293143139,0.0559655887469089,-0.0234976576349185
"C08_BCH3_1NeuNP_H200.1030_MTG_Layer_1~MTG_L1_pos",-0.0445729520441825,0.0210882187471977,0.00350643840419627,-0.08080330339186,0.0040204035874679
"C10_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",-0.0119189043568109,0.00543604524444487,0.0013668306268287,-0.0186664274457522,-0.084568458032104
"C12_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",0.0322138032254759,-0.0200561398511953,0.000224476304579005,-0.0294381117022554,-0.0124196472190906
