"","PC1_rot","PC2_rot","PC3_rot","PC4_rot","PC5_rot"
"C13_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5~MTG_L1_pos",-0.0327055703957468,0.00629772673202555,-0.0109856617974176,0.060269578415454,0.0385941937156356
"C13_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6~MTG_L1_pos",-0.037063348209637,0.0144127287129843,-0.00785326604348685,-0.0660797889587754,0.000669893773466988
"C13_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7~MTG_L1_pos",0.0228973118065788,-0.0340966298652522,-0.00490820990503785,0.00329132103886947,0.0140322753822225
"C13_BCH1_1NeuNP_H200.1030_MTG_layer_1~MTG_L1_pos",0.0319942908059922,-0.0338298586824325,-0.00933544753836332,-0.0120996470094814,0.00805535948719997
"C13_BCH3_1NeuNP_H200.1025_MTG_Layer_1~MTG_L1_pos",-0.0271907786246905,0.00174784566343774,-0.00517339101413282,0.0508886006749588,-0.00920360792186636
"C14_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5~MTG_L1_pos",0.0298375740143155,-0.0351437421304117,-0.00625081582394962,-0.0115908768208808,0.0139364045957015
"C14_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6~MTG_L1_pos",-0.0332088178106699,0.00206780466456826,-0.0100701996542342,0.0390678648402915,0.0347727150428756
"C14_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7~MTG_L1_pos",0.0240470401294659,-0.0348617811264164,-0.0103634004388732,-0.000389160650527861,0.0164359167669748
"C14_BCH1_1NeuNP_H200.1030_MTG_layer_1~MTG_L1_pos",0.0307766342580575,-0.033943513408501,-0.00741847369136304,-0.00650482820521608,0.0116327732549744
"C14_BCH3_1NeuNP_H200.1025_MTG_Layer_1~MTG_L1_pos",-0.0462783270642184,0.0149437420641151,-0.00150303487491069,-0.069589468189154,-0.013634198469617
"C15_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5~MTG_L1_pos",-0.0275974876951963,0.00762685738467042,-0.000429617235793833,0.00532933228407287,-0.0188811734446534
"C15_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6~MTG_L1_pos",-0.0251176339345564,-0.00107401880186559,-0.00686901140425834,0.0219580749491236,-0.00376717050809948
"C15_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7~MTG_L1_pos",-0.0338038195292847,0.00851585702081741,-0.0131383788491038,0.0600541021947149,0.0484959576065841
"C15_BCH1_1NeuNP_H200.1030_MTG_layer_1~MTG_L1_pos",0.0248851180304714,-0.0340599556902435,-0.00378239880821784,-0.0076524506744168,0.0156699253859182
"C15_BCH3_1NeuNP_H200.1025_MTG_Layer_1~MTG_L1_pos",0.0835012321639118,0.0594953349772244,-0.106792926987922,-0.0133464930625643,0.0143528155269648
"C16_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5~MTG_L1_pos",0.0297831908016369,-0.0389878500812884,-0.00506786498188125,0.00182325631279514,0.00755612010714892
"C16_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6~MTG_L1_pos",-0.00481263795760297,0.000145267818524265,0.00652402846646377,-0.00880169574138373,-0.0833675687305581
"C16_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7~MTG_L1_pos",-0.0367647882306155,0.00411155059112245,-0.0174129429811537,0.029858029980575,0.0561951127059841
"C16_BCH1_1NeuNP_H200.1030_MTG_layer_1~MTG_L1_pos",0.0226999982341958,-0.0354399448512314,-0.00990060223566731,-0.00108526932119565,0.00143531526490827
"C16_BCH3_1NeuNP_H200.1025_MTG_Layer_1~MTG_L1_pos",-0.0218558520684979,0.00182061836277917,-0.00643673966489051,0.0653188473156784,-0.0293008158985912
"C17_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5~MTG_L1_pos",-0.0373549477828762,0.00519162046191369,-0.00384141677968836,0.0293817985177381,-0.0147154192597254
"C17_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7~MTG_L1_pos",-0.0324251229730382,0.00595624487639951,-0.00750151152896942,0.0418027905917419,0.0487032911769732
"C17_BCH1_1NeuNP_H200.1030_MTG_layer_1~MTG_L1_pos",-0.0464921823904129,0.0097206947937471,-0.00812857336441066,-0.0678637018442705,0.000878158435300858
"C17_BCH3_1NeuNP_H200.1025_MTG_Layer_1~MTG_L1_pos",-0.04311864526143,0.0126981026366525,-0.0052897783083297,-0.0650864767573719,0.023478165556059
"C18_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5~MTG_L1_pos",0.0214859511048961,-0.0354543822128769,-0.00916575226929058,-0.00495397084692229,0.0016983493347425
"C18_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6~MTG_L1_pos",-0.0465615217788278,0.00707113876194565,-0.00799090081262998,-0.061011616634828,0.0152707000195094
"C18_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7~MTG_L1_pos",-0.0203007675140334,-0.00289154025837612,-0.00310860921884885,-0.00825350667959334,-0.0949286223277209
"C18_BCH1_1NeuNP_H200.1030_MTG_layer_1~MTG_L1_pos",0.0240425295342616,-0.0324705576753415,-0.00765018057224797,-0.00905508552460028,0.01885030268366
"C18_BCH3_1NeuNP_H200.1025_MTG_Layer_1~MTG_L1_pos",0.0305324700298234,-0.0297027836525858,-0.00995192456470294,0.0042945651868484,0.00170097358494826
"C19_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5~MTG_L1_pos",0.0203494839360856,-0.0265932712451465,-0.00975408877808721,-0.0148885860626914,0.00846126557551879
"C19_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6~MTG_L1_pos",0.0277762013878493,-0.0370271254288983,-0.0022064368704552,0.0131475956289823,0.0187750938906155
"C19_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7~MTG_L1_pos",-0.00957344827400092,0.0370635136520275,-0.021350562026556,-0.00812392050967597,0.0266157922296644
"C20_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5~MTG_L1_pos",-0.0487349098144463,0.0149849744693962,-0.00922443250150076,-0.0638671371731458,0.0119210127538907
"C20_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6~MTG_L1_pos",-0.0178112855415012,0.00250419113509007,-0.0107608677946674,0.00840028253624886,0.0232363532070595
"C20_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7~MTG_L1_pos",0.0241400264632987,-0.032438684891421,-0.00636851266396256,-0.00330157737965732,0.00131031996945647
"C20_BCH1_1NeuNP_H200.1030_MTG_layer_1~MTG_L1_pos",-0.033741239962581,0.0047231726717876,-0.00472612686268957,-0.000108392553552098,-0.0156293530333822
"C21_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5~MTG_L1_pos",-0.0221421020139963,-0.00282725566538859,-0.00440673585843732,0.0640653114543422,-0.0199394075135975
"C21_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7~MTG_L1_pos",0.021571555305194,-0.0258757691012526,-0.00178401167463908,-0.00176913089414763,0.00980413058804817
"C21_BCH1_1NeuNP_H200.1030_MTG_layer_1~MTG_L1_pos",0.034463871589395,-0.0394815753329039,-0.00368136066767809,-0.000351916689889455,0.00444259613582697
"C21_BCH3_1NeuNP_H200.1025_MTG_Layer_1~MTG_L1_pos",0.0309402001401359,-0.0173491815582576,-0.00259062857493198,-0.0262618892042071,-0.00213294453958614
"C22_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5~MTG_L1_pos",0.0191690619135904,-0.0233720962662841,0.000874020995698412,-0.0108705208817818,0.00704349257787058
"C22_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6~MTG_L1_pos",-0.0470555366937564,0.0080987605592086,-0.0103435699577905,-0.0471128068524261,0.0399996567606936
"C22_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7~MTG_L1_pos",0.0294888696053511,-0.0332996692835247,-0.00413584190790582,-0.00350704970063215,0.001596437540813
"C22_BCH1_1NeuNP_H200.1030_MTG_layer_1~MTG_L1_pos",-0.0158641871717794,0.0010967161967081,0.00153132858008077,-0.00679667773701851,-0.0834360100311625
"C22_BCH3_1NeuNP_H200.1025_MTG_Layer_1~MTG_L1_pos",-0.0115366405757896,-0.00268078778150249,-0.00197269703910886,0.0534544235988636,-0.0275709612868941
"C23_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5~MTG_L1_pos",-0.0303453701021278,0.0132781452489858,-0.00140854282705771,0.00520868067555198,0.023022022079365
"C23_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6~MTG_L1_pos",0.0347549694085689,-0.0345460220177995,-0.00248326246812597,-0.0103670939639447,0.0162421278202678
"C23_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7~MTG_L1_pos",0.0331442952730405,-0.0393573365947814,-0.00995037657505813,0.0115893954112754,0.00181168279503876
"C23_BCH1_1NeuNP_H200.1030_MTG_layer_1~MTG_L1_pos",-0.00883146869928759,0.00766847370161982,0.00497259364077041,-0.0106234963209719,-0.0755433395276834
"C24_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5~MTG_L1_pos",-0.031344809520324,0.00236404969886067,-0.0160574526473896,0.0461417868780052,0.0263417951189196
"C24_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7~MTG_L1_pos",0.0309008932360152,0.0405665372350838,-0.0177802740448316,-0.0457940694655884,0.0032092630722975
"C24_BCH1_1NeuNP_H200.1030_MTG_layer_1~MTG_L1_pos",-0.0303946207084751,0.00814660940047676,-0.00129482839454811,0.0425301386069471,0.0104513538692756
"C24_BCH3_1NeuNP_H200.1025_MTG_Layer_1~MTG_L1_pos",-0.016760664482535,0.00262524431588566,0.00407442070440144,0.0519970513341846,-0.0289476218839176
"D01_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH7~MTG_L1_pos",-0.00317561243109236,-0.00124824022028521,0.0112552737897809,-0.0192008856489164,-0.079634574805627
"D01_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos",-0.0238457460904317,-0.000712855390469468,-0.00249754891171515,0.00217797500242112,-0.0985817756424665
"D02_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6~MTG_L1_pos",0.00357655605750922,0.00242003950824008,0.014554622995859,0.0106431659106645,-0.011495449827121
"D02_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH7~MTG_L1_pos",0.0240078869870119,-0.0259079439001282,-0.000692409116251776,-0.0177114989085775,-0.00100515899686847
"D02_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",0.0317693180532421,-0.0329732441160006,0.000829181127270099,0.0012062445452065,0.0154481304210558
"D02_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8~MTG_L1_pos",-0.0147766028236096,0.00831008768310537,0.00136778561626575,0.0232623848317554,-0.0133990151320061
"D02_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos",-0.024588935246608,0.00664522616855397,0.000780928993393891,0.030154021870829,-0.001389314899073
"D03_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6~MTG_L1_pos",-0.0400194506528284,0.00837302270396451,0.000743817133594889,-0.0622183654332008,0.00110107931122594
"D03_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH7~MTG_L1_pos",0.0301812411384553,-0.0287100431865377,0.00142086247434561,-0.011067977607884,0.002594481724852
"D03_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",-0.0229627680787753,0.00391297240606052,0.00246776118175573,0.071642073240081,-0.0352857084177633
"D03_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8~MTG_L1_pos",0.0229922028388204,-0.0336954719784699,-0.00812658047426356,-0.00871628172510483,0.0141195048304335
"D03_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos",0.0268068959580269,-0.0337203255393427,-0.00206924650699217,0.0147889860089618,0.0129335924115209
"D04_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6~MTG_L1_pos",0.0300101684040275,-0.0333936136997554,-0.00627690362861309,-0.00153340992554961,0.0122230130769353
"D04_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH7~MTG_L1_pos",-0.0324085402287104,0.00376282596636752,-0.00593656861523807,0.0526604142791703,0.0435808774311413
"D04_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",-0.0297298965807873,0.00449389795351931,-0.00450988471722008,0.0488498821154872,0.032931784222857
"D04_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8~MTG_L1_pos",-0.0320211589041309,-0.000802339131261816,-0.0070056317914795,0.0265089862339874,0.0410459458897795
"D04_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos",-0.0130483705915165,-0.00450798407377068,-0.00370767376732555,0.0529526467628682,-0.0330691149193905
"D05_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6~MTG_L1_pos",0.0338587493287706,-0.0347581427073216,-0.00377833933877411,-0.0124491034274051,0.0143210212282548
"D05_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH7~MTG_L1_pos",-0.035062406692258,0.0064320234080201,-0.00486775356992537,-0.00904204364611123,-0.0217826066945398
"D05_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",-0.0384144486193223,0.00540782618336627,-0.0166532345016913,0.0393375142063756,0.0500443573694715
"D05_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8~MTG_L1_pos",-0.0309676029718063,0.00401692838834864,-0.00721114472262273,0.0566644633725841,0.0305074973871544
"D05_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos",0.0283103435085848,-0.0333271128386801,-0.00663833093310517,-0.011135959302881,0.00388206173651354
"D06_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6~MTG_L1_pos",-0.0356629709537168,0.00627036809801219,-0.0111425883329022,-0.0172394036643747,0.0214741065657192
"D06_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH7~MTG_L1_pos",-0.0137872481218501,-0.00543199237022855,-0.000123657077886116,-0.00689444792049033,-0.0878031140663677
"D06_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",0.0306399788437908,-0.03202649565495,-0.00585830053662694,0.00462816466180735,0.0118448778637628
"D06_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8~MTG_L1_pos",0.0339690132062724,-0.0109888241617007,-0.00492509204225722,0.00212618292558687,0.0203719261997084
"D07_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",0.0256354244263456,-0.0288379101194028,-0.00444984464941629,-0.0108508702903799,0.00862491881785917
"D07_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8~MTG_L1_pos",-0.0226142017751589,0.00135656391927043,-0.00269871705671116,0.0650877071196442,-0.0168728987273801
"D07_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos",-0.036195344724779,0.00197672243891867,-0.0146088478820315,0.0681560657241269,0.054444888847237
"D08_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6~MTG_L1_pos",0.0226833290111436,-0.0335032055133869,-0.00507057590594365,0.00390317655232663,0.0105014598080814
"D08_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH7~MTG_L1_pos",-0.0249216669092095,0.00871089244592578,-0.00264589556773112,-0.0110446096676276,-0.0325618715286732
"D08_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",-0.0251498343405132,0.00410099555420847,-0.00222140432239534,0.0672527022384392,-0.0284987130181209
"D08_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8~MTG_L1_pos",-0.0460893081569133,0.011134493576587,-0.0096484514351502,-0.0588037732522645,0.0167300262963864
"D08_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos",-0.0160397611654822,-0.00330010447152285,-0.00228531724238354,0.0489500478642057,-0.0339092229999266
"D09_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6~MTG_L1_pos",-0.00920090860645272,5.486419272973e-05,-0.00354179540939942,0.0164523248600679,-0.0159178012783616
"D09_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH7~MTG_L1_pos",-0.0156940240243488,0.00197294305112414,0.00449777055070285,0.0186261392788632,-0.0231723159552628
"D09_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",-0.00413171516125766,0.00319274763542526,0.020300082126118,-0.00129539333770929,-0.0845015988694273
"D09_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8~MTG_L1_pos",0.024486293387919,-0.0329511522570994,-0.0123241662581376,-0.00460930708171217,0.0187123602873836
"D09_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos",-0.04212896038875,0.00306391283102737,-0.0106061870287695,0.0103835535084791,0.0443610392352528
"D10_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6~MTG_L1_pos",0.0296809741588855,-0.0372392739029372,-0.00849150480519787,-0.00453911495655246,0.00547009801212899
"D10_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH7~MTG_L1_pos",-0.0255561682288683,0.000281225578112305,-0.00282352558006179,0.0450678730155285,-0.0300330200121604
"D10_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8~MTG_L1_pos",-0.0346409304891313,0.00461171544452006,-0.0128900082238494,0.0579036453761688,0.0247757542260381
"D10_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos",-0.0163966438753668,-0.00684334487001263,-0.00438381146276826,0.0594582436910196,-0.0336599777352066
"D11_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6~MTG_L1_pos",0.0234507828098009,-0.0325578051272127,-0.00619285232924535,-0.0040461339019524,0.00338172382173848
"D11_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH7~MTG_L1_pos",0.023602603760712,-0.0138117531191051,-0.00458514251474794,-0.0246860935795589,0.00248806477817256
"D11_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",-0.00924707912128647,0.00643692685597219,-0.000259254333046572,0.0300372832336528,-0.0287102596466849
"D11_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8~MTG_L1_pos",0.0317030845999385,-0.0375320702403733,-0.00975671561215561,0.00213556785770293,0.0058757954580552
"D11_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos",-0.0353650001614958,0.0148944785752227,-0.0011308457063007,-0.0677808445326673,-0.0152498443575116
"D12_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH6~MTG_L1_pos",-0.0482457355734631,0.00354984572291179,-0.0160344934579832,-0.0349886761646974,0.0320510179476091
"D12_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH7~MTG_L1_pos",-0.0269156439956326,0.00154966667368061,-0.00482797906801311,0.0598362996432409,-0.0184028657459658
"D12_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",-0.00222941891037088,-0.00653222994053332,0.00117403266552649,0.027093516262361,-0.0788416575811247
"D12_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH8~MTG_L1_pos",-0.0328355279338462,4.88346203943884e-05,-0.012487063670195,0.0418798442071584,0.0323403150632832
"D12_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos",-0.051348278602597,0.011810630594259,-0.0057328674942722,-0.0365013324413578,0.0271066091566842
"E01_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",-0.049631320414004,0.00717297860477116,-0.0111298265537753,-0.0450008449595048,0.0379085107508182
"E01_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos",-0.0195388633922949,0.0108891549043699,-0.00760803370515763,0.00366092404917104,-0.0339313371399961
"E01_BCH3_1NeuNP_H200.1030_MTG_Layer_1~MTG_L1_pos",0.00234938540782447,0.0175528135428197,0.00298302809023106,-0.020948640034668,-0.0517259840920047
"E02_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",0.0296013957058316,-0.0246470089184017,-0.000747493555196853,-0.0237043085325649,-0.0113295838940651
"E02_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos",0.0529707895174678,0.101001560509613,-0.109473085035846,-0.00884613539292491,-0.0100876642531994
"E03_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos",-0.0348266693043076,0.00972925802097136,-0.0106470528841858,0.0700126685495645,0.0101112221485069
"E03_BCH3_1NeuNP_H200.1030_MTG_Layer_1~MTG_L1_pos",-0.042890530882184,0.00932733553591062,-0.0073152107676375,-0.0435368221981601,0.0415716088279002
"E04_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",0.0268735991897612,-0.0367153079092589,-0.00703852309342633,0.00123915755595938,-0.000585142546451143
"E04_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos",-0.0131669545892603,0.0050661038732798,0.00276109354388354,-0.0115659911821905,-0.0883344022920872
"E04_BCH3_1NeuNP_H200.1030_MTG_Layer_1~MTG_L1_pos",0.0320473312679674,-0.0286449420944561,-0.00163291471427149,-0.00388742588356491,0.0226831649061242
"E05_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos",-0.0339675581474026,0.00916504734671758,-0.0111060285315231,0.0463521083736128,0.0430939718093599
"E05_BCH3_1NeuNP_H200.1030_MTG_Layer_1~MTG_L1_pos",0.0261468623077341,-0.0362383109118975,-0.00880432820721582,0.00280989965593456,0.0103810111474342
"E06_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",-0.0180555018350707,-0.00208230836971174,-0.000322385215669754,-0.00374406115008786,-0.0848487148550519
"E06_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos",-0.00949354903369242,-0.00165970546928131,0.0061278233387802,-0.00246583825318927,-0.0886609228917311
"E07_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",0.0315007792469557,-0.0320992691605943,-0.00328454123406342,-0.00646392790408785,-0.00510812158934495
"E07_BCH1_1NeuNP_H200.1025_MTG_layer_1~MTG_L1_pos",0.0255865251940228,-0.00966816450006166,0.00149722179299445,-0.0153459380966046,0.00314149411322142
"E07_BCH3_1NeuNP_H200.1030_MTG_Layer_1~MTG_L1_pos",-0.0220436032787118,0.00416341294794521,-0.00484319950598623,0.0586242380842412,-0.0409994512368256
"E08_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",-0.0112113122057144,0.00158652807218895,0.00537295730371704,-0.0131078003922087,-0.0977668016980899
"E09_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",0.0258731241746417,-0.0309370614232598,-0.00774583475876355,0.000304746041590886,0.0100310461603443
"E11_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",-0.0065784305001268,-0.00190905895724422,0.00252624970566965,-0.0103939951932249,-0.091811830133516
"E12_1_Nuclei_NeuNP_H200_1025_MTG_layer1_BCH9~MTG_L1_pos",0.0332314391248798,-0.0258051940394719,-0.00906674491422711,-0.0146842405107762,-0.00919234561890336
"E13_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5~MTG_L1_pos",-0.0454223495011964,0.0121305318405217,-0.0109859605674535,-0.0560903823781232,0.017523956685227
"E13_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6~MTG_L1_pos",-0.0453129956587294,0.0114883631485571,-0.0066106680188336,-0.0440671211970712,0.02585925019044
"E13_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7~MTG_L1_pos",-0.0106911766067716,0.00180652196156503,0.00707952085165199,-0.00422597966896007,-0.0876697079121293
"E13_BCH1_1NeuNP_H200.1030_MTG_layer_1~MTG_L1_pos",0.0286942363296966,-0.0290977947228712,-0.00542842856229022,-0.00614146295057331,0.0124503593967045
"E13_BCH3_1NeuNP_H200.1025_MTG_Layer_1~MTG_L1_pos",0.0326555705014003,-0.0279316983535952,0.00286415531194445,-0.0165628078738193,7.3754003098217e-05
"E14_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5~MTG_L1_pos",0.0171493854404159,-0.0231174463002391,-0.00338755052043328,-0.00563198373429909,0.00594201048600317
"E14_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6~MTG_L1_pos",0.0260745371061463,-0.0315679503057991,-0.00733628846834927,-0.0185306870703039,0.010217857049464
"E14_BCH1_1NeuNP_H200.1030_MTG_layer_1~MTG_L1_pos",-0.0155249702641105,0.00456865556500335,-0.00043648142843753,0.000322262554554497,-0.0866214469516968
"E14_BCH3_1NeuNP_H200.1025_MTG_Layer_1~MTG_L1_pos",-0.0336762290259342,0.00291848498735708,-0.017473168761954,0.0510034994892681,0.0501295960367527
"E15_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5~MTG_L1_pos",-0.0161952461862702,0.00328625162542186,-0.00132984878989827,-0.0175542202532108,-0.0941079945957004
"E15_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6~MTG_L1_pos",-0.0194242004085719,-0.00635197452029551,-0.00425909268526339,0.0685523473695981,-0.0313581313748661
"E15_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7~MTG_L1_pos",-0.0213981113257849,0.0252063279636856,-0.0132701592312785,0.00266554585907245,0.0249953883399764
"E15_BCH1_1NeuNP_H200.1030_MTG_layer_1~MTG_L1_pos",0.019677705675089,-0.0317152662469869,-0.0148946753764358,-0.00210597350375387,0.0182655198455183
"E16_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5~MTG_L1_pos",-0.0437105619855438,0.0108279897089192,-0.00695811808636267,-0.0411463976364898,0.0277055320349109
"E16_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6~MTG_L1_pos",0.032231155193351,-0.0380983230038452,-0.00413568632904557,0.00666405843516536,-0.000201310252321646
"E16_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7~MTG_L1_pos",0.0286233311395186,-0.0390383560378587,-0.0126847507358583,-0.00251606684082449,0.0130586978688405
"E16_BCH3_1NeuNP_H200.1025_MTG_Layer_1~MTG_L1_pos",0.0281871636548078,-0.0352693757491654,-0.0018130091330981,-0.00318942889556157,0.0034308299545895
"E17_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5~MTG_L1_pos",0.0236851465909716,-0.0320224891247077,-0.00366542888248567,-0.0101820528019836,0.0222622259024013
"E17_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH6~MTG_L1_pos",0.0254926559348124,-0.0292141311037008,-0.00143871470676499,-0.00338466085718575,0.0106450733410821
"E17_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH7~MTG_L1_pos",-0.0294495661318811,0.00300738308996643,-0.0139992335956597,0.0271491879821348,0.0350578952548777
"E17_BCH1_1NeuNP_H200.1030_MTG_layer_1~MTG_L1_pos",-0.0390515662149266,0.00489465749649134,-0.0167375513715419,0.0311718113727905,0.0441119579209656
"E17_BCH3_1NeuNP_H200.1025_MTG_Layer_1~MTG_L1_pos",-0.0376569834674478,0.0198593678948234,-0.0118529027621217,-0.060828836448191,0.0180492712695366
"E18_1_Nuclei_NeuNP_H200_1030_MTG_layer1_BCH5~MTG_L1_pos",-0.0296587349130046,0.00956757883541707,-0.00267984077148808,-0.0734571692555553,-0.00290647749440127
